"Año","Estacion","Barco","Sexo","Largo","Peso"
2008,"Invierno","La sirena","Macho",8.41548260710905,66.8082181974833
2008,"Invierno","La sirena","Macho",9.03221469105291,80.1306477762783
2008,"Invierno","La sirena","Macho",9.67440418247052,92.3842845565989
2008,"Invierno","La sirena","Hembra",6.81534543440383,42.8421757544064
2008,"Invierno","La sirena","Macho",8.53514615122895,55.9144137960938
2008,"Invierno","La sirena","Macho",5.61044970455972,30.3178989155469
2008,"Invierno","La sirena","Macho",7.23570925686848,61.7006888428851
2008,"Invierno","La sirena","Macho",8.44681132147613,72.7714064320121
2008,"Invierno","La sirena","Macho",6.63006274937309,39.4667883699511
2008,"Invierno","La sirena","Macho",7.45051157945673,60.7284582984403
2008,"Invierno","La sirena","Macho",9.47813241175773,94.1703655594715
2008,"Invierno","La sirena","Macho",7.49564417852661,47.1044651274579
2008,"Invierno","La sirena","Macho",6.43184035501229,40.5651692222942
2008,"Invierno","La sirena","Macho",7.99714591719689,63.7579291508143
2008,"Invierno","La sirena","Macho",6.32834441619949,30.9926270634276
2008,"Invierno","La sirena","Macho",7.1018226793103,37.2943990705169
2008,"Invierno","La sirena","Macho",8.30339483082043,67.8574829676204
2008,"Invierno","La sirena","Macho",6.29932810660718,32.8946997657097
2008,"Invierno","La sirena","Hembra",10.1996071282508,138.260236510008
2008,"Invierno","La sirena","Hembra",9.7808948104027,117.869170215148
2008,"Invierno","La sirena","Hembra",8.35228162011804,102.238230063386
2008,"Invierno","La sirena","Hembra",9.39309179239982,121.269017851318
2008,"Invierno","La sirena","Macho",8.89359474450868,83.4994136554085
2008,"Invierno","Muimui","Hembra",6.83206375827518,47.1777268125758
2008,"Invierno","Muimui","Hembra",9.2516735703904,82.7443228199213
2008,"Invierno","Muimui","Macho",5.65423485753998,26.3996034423096
2008,"Invierno","Muimui","Macho",6.78071676907677,36.7496978485269
2008,"Invierno","Muimui","Hembra",10.2998872733895,149.055446922407
2008,"Invierno","Muimui","Macho",8.13477955298722,60.0477322988583
2008,"Invierno","Muimui","Macho",9.43617193932926,90.6976158766011
2008,"Invierno","Muimui","Macho",8.0382998737753,66.220957474656
2008,"Invierno","Muimui","Macho",8.43921522815265,77.6561150878427
2008,"Invierno","Muimui","Macho",4.27647503125815,18.3032067164306
2008,"Invierno","Muimui","Macho",5.6355383672845,28.036895355963
2008,"Invierno","Muimui","Hembra",8.8332401197957,88.4205308235775
2008,"Invierno","Muimui","Hembra",5.8248253797696,34.4540094805482
2008,"Invierno","Muimui","Macho",6.89041808338589,44.5973198674935
2008,"Invierno","Muimui","Macho",6.55118002036907,32.2978056503169
2008,"Invierno","Muimui","Hembra",9.05008808277275,79.168836272591
2008,"Invierno","Muimui","Hembra",8.53355946600536,93.4389416777138
2008,"Invierno","Muimui","Hembra",9.63392800828541,116.692669989012
2008,"Invierno","Muimui","Hembra",7.70839987460764,68.1723087514344
2008,"Invierno","Muimui","Hembra",8.60611453470578,71.5194179518115
2008,"Invierno","Muimui","Macho",5.79431110217137,30.6038268481283
2008,"Invierno","Muimui","Macho",8.06434972428981,78.7298028617632
2008,"Invierno","Muimui","Macho",5.84737703997053,35.3479385536743
2008,"Invierno","Muimui","Macho",8.17122850110712,61.789157538987
2008,"Invierno","Muimui","Macho",10.500296072335,107.933117281835
2008,"Invierno","Muimui","Macho",7.25202107203032,56.2981471994322
2008,"Invierno","Muimui","Hembra",9.19490640727458,110.02022404248
2008,"Invierno","Muimui","Macho",8.73537853545592,73.5569382679728
2008,"Invierno","Muimui","Macho",7.89388678903919,50.0305588151433
2008,"Invierno","Muimui","Macho",8.86095118074492,73.2422826694446
2008,"Invierno","Muimui","Macho",6.15482065326565,30.6145991680974
2008,"Invierno","Muimui","Hembra",6.29657592611339,32.9738087963584
2008,"Invierno","Muimui","Hembra",9.15833511923243,110.9886724105
2008,"Invierno","Muimui","Hembra",8.33682317610035,85.7049516886715
2008,"Invierno","Muimui","Macho",6.77275391653517,45.5657016395777
2008,"Invierno","Muimui","Macho",7.51596820579535,55.776229297658
2008,"Invierno","Muimui","Macho",6.01740196865744,29.1744281965569
2008,"Invierno","Muimui","Macho",5.93505994692551,32.6616383397537
2008,"Invierno","Muimui","Hembra",9.81700049000203,119.80604976732
2008,"Invierno","Muimui","Macho",8.66773991949344,74.9331115359806
2008,"Invierno","Muimui","Macho",7.05254962929757,57.6628377959794
2008,"Invierno","Muimui","Macho",8.82882640752466,73.2166030926725
2008,"Invierno","Muimui","Macho",8.13130534591187,67.2350421867377
2008,"Invierno","Muimui","Macho",7.604535345828,46.4322909659798
2008,"Invierno","Muimui","Macho",5.1750456374377,32.4741958624623
2008,"Invierno","Muimui","Hembra",9.86736308162581,106.427647579821
2008,"Invierno","Muimui","Macho",9.27766121087803,77.0685361069606
2008,"Invierno","Muimui","Hembra",8.74246644593835,77.0947670447739
2008,"Invierno","Muimui","Macho",7.18276935854952,48.935941601874
2008,"Invierno","Muimui","Hembra",8.66418907451357,76.4850926032093
2008,"Invierno","Muimui","Hembra",8.61796344778333,80.6390856495189
2008,"Invierno","Muimui","Hembra",6.82697610678769,57.490970773937
2008,"Invierno","Muimui","Macho",6.34497239110916,35.3489060002853
2008,"Invierno","Muimui","Macho",8.76227006377362,75.4984180331079
2008,"Invierno","Muimui","Macho",7.19936803932694,42.4271967992612
2008,"Invierno","Muimui","Macho",6.94169923512113,42.6214886902818
2008,"Invierno","Muimui","Hembra",9.30246118662213,95.9494052449703
2008,"Invierno","Muimui","Macho",8.79514697320655,86.7762906742255
2008,"Invierno","Muimui","Macho",6.31441460044254,34.1409463651019
2008,"Invierno","Muimui","Macho",7.37551347888753,49.3003357782238
2008,"Invierno","Muimui","Macho",6.5809035673775,41.7117906557362
2008,"Invierno","Muimui","Macho",7.62949787083933,60.0574726485598
2008,"Invierno","Muimui","Macho",9.10820779426787,81.2073169608258
2008,"Invierno","Muimui","Macho",8.77919288914046,82.850275022697
2008,"Invierno","Muimui","Macho",7.60948662489972,51.0372641189495
2008,"Invierno","Muimui","Macho",7.15726763177974,54.4455282740765
2008,"Invierno","Muimui","Macho",6.63138855941332,36.5535267499342
2008,"Invierno","Muimui","Hembra",6.14191618138153,47.6003486426331
2008,"Invierno","Muimui","Macho",6.05586050006677,30.5566426751783
2008,"Invierno","Muimui","Hembra",8.73365731020075,107.111703815977
2008,"Invierno","Muimui","Macho",5.56737787965381,27.937011874388
2008,"Invierno","Muimui","Macho",7.84733803680727,53.291801463798
2008,"Invierno","Muimui","Macho",7.88928437417331,56.7830668538094
2008,"Invierno","Muimui","Hembra",7.55311713815176,70.6499830886565
2008,"Invierno","Muimui","Hembra",8.78824715320041,91.6314374800368
2008,"Invierno","Muimui","Hembra",9.23996453286545,80.9176636570285
2008,"Invierno","Muimui","Hembra",7.11688441750735,69.4444677370905
2008,"Invierno","Muimui","Macho",4.96996419401376,20.3459818725412
2008,"Invierno","Muimui","Hembra",9.31900119425719,79.5666396640028
2008,"Invierno","Muimui","Macho",8.74561345884492,78.3741523650284
2008,"Invierno","Muimui","Hembra",10.9333556260813,141.75534475604
2008,"Invierno","Muimui","Macho",7.8454325884455,62.7955264235789
2008,"Invierno","Muimui","Hembra",6.67120351932765,56.3829862050038
2008,"Invierno","Muimui","Macho",5.98535168646279,25.9802702431333
2008,"Invierno","Muimui","Hembra",7.94193537708242,85.4115191357219
2008,"Invierno","Muimui","Hembra",9.47951832026999,100.575622373253
2008,"Invierno","Muimui","Macho",7.68607625520644,54.2741300938752
2008,"Invierno","Muimui","Macho",7.07871786613133,46.5241467705343
2008,"Invierno","Muimui","Macho",6.17843315622645,36.1769401254353
2008,"Invierno","Muimui","Macho",8.1702526183535,64.4023401215939
2008,"Invierno","Muimui","Hembra",9.55918293448577,125.894281797018
2008,"Invierno","Muimui","Macho",8.47490430258631,59.5784096296152
2008,"Invierno","Muimui","Macho",5.68138964330601,26.9231137593163
2008,"Invierno","Muimui","Hembra",9.55993485687346,111.147394267681
2008,"Invierno","Muimui","Macho",5.77670186263296,30.2009630684821
2008,"Invierno","Muimui","Macho",7.80480523201607,66.4930605287465
2008,"Invierno","Muimui","Macho",8.70878052160134,75.7267006751767
2008,"Invierno","Muimui","Macho",6.5131505993576,44.0600975194949
2008,"Invierno","Muimui","Hembra",9.57676725016426,81.6558016748576
2008,"Invierno","Muimui","Macho",6.81050279278631,41.7367718395996
2008,"Invierno","Buena fortuna","Macho",7.67651226516279,55.7953815732756
2008,"Invierno","Buena fortuna","Hembra",11.2087188615494,143.557200106278
2008,"Invierno","Buena fortuna","Hembra",8.40745247144682,101.32149521659
2008,"Invierno","Buena fortuna","Hembra",7.57671954640455,59.2880589801421
2008,"Invierno","Buena fortuna","Macho",6.8068655344631,45.1292539796823
2008,"Invierno","Buena fortuna","Macho",6.81306141950914,47.3428954252848
2008,"Invierno","Buena fortuna","Hembra",9.41932688404026,130.300379917796
2008,"Invierno","Buena fortuna","Macho",5.87258891565592,33.3946788394211
2008,"Invierno","Buena fortuna","Macho",6.54356108589715,36.7599458746599
2008,"Invierno","Buena fortuna","Macho",8.27227043932792,51.2150336010046
2008,"Invierno","Buena fortuna","Macho",7.45508945542391,52.249161947742
2008,"Invierno","Buena fortuna","Macho",10.2683981786301,106.278722470018
2008,"Invierno","Buena fortuna","Macho",7.59529742216552,58.8308249407957
2008,"Invierno","Buena fortuna","Macho",6.48597627721633,44.7834933617941
2008,"Invierno","Buena fortuna","Hembra",7.33087503511527,44.8109117874047
2008,"Invierno","Buena fortuna","Macho",8.81436764559124,80.023927671332
2008,"Invierno","Buena fortuna","Hembra",7.56199217980447,55.5177463202131
2008,"Invierno","Buena fortuna","Macho",7.48268950632045,57.5917275947423
2008,"Invierno","Buena fortuna","Hembra",7.73436270430771,71.1431876421579
2008,"Invierno","Buena fortuna","Macho",8.72019688530432,78.3257667385457
2008,"Invierno","Buena fortuna","Macho",8.12393013984982,60.9731305500406
2008,"Invierno","Buena fortuna","Hembra",8.61838981940904,104.023198138488
2008,"Invierno","Buena fortuna","Macho",9.06922360783233,72.157752685583
2008,"Invierno","Buena fortuna","Hembra",6.63177337657095,55.7748777259397
2008,"Invierno","Buena fortuna","Macho",7.14318253736828,58.3320374844172
2008,"Invierno","Buena fortuna","Macho",5.72313721325096,32.6871528182818
2008,"Invierno","Buena fortuna","Hembra",8.77979927496581,82.2087591686253
2008,"Invierno","Buena fortuna","Macho",8.34918567122672,65.94032715495
2008,"Invierno","Buena fortuna","Macho",7.73194010322307,56.064517464315
2008,"Invierno","Buena fortuna","Hembra",7.47044047182602,70.1943313900831
2008,"Invierno","Buena fortuna","Macho",6.89789480022707,45.2289601971445
2008,"Invierno","Buena fortuna","Hembra",7.83550883976004,87.2611606302097
2008,"Invierno","Buena fortuna","Hembra",7.96710516745087,77.3075881585701
2008,"Invierno","Buena fortuna","Macho",7.0522888449788,47.412865223005
2008,"Invierno","Buena fortuna","Macho",8.17617770820589,66.5860568614444
2008,"Invierno","Buena fortuna","Hembra",7.27257504184618,72.892584089107
2008,"Invierno","Buena fortuna","Macho",6.7543318850619,48.5022416961729
2008,"Invierno","Buena fortuna","Hembra",10.2037474482455,120.262222166005
2008,"Invierno","Buena fortuna","Macho",8.27521229471326,67.979304933379
2008,"Invierno","Buena fortuna","Hembra",9.49556705715167,104.537998106382
2008,"Invierno","Buena fortuna","Macho",8.88300199454746,74.298704380573
2008,"Invierno","Buena fortuna","Macho",7.63229668248267,52.4059365788796
2008,"Invierno","Buena fortuna","Hembra",9.62277424023078,112.961598625473
2008,"Invierno","Buena fortuna","Hembra",7.85668901109668,51.8624702266496
2008,"Invierno","Buena fortuna","Macho",5.93333862978142,31.7680813078134
2008,"Invierno","Buena fortuna","Hembra",7.35852994202387,45.3391278558825
2008,"Invierno","Buena fortuna","Macho",6.35901449370471,36.5983264687125
2008,"Invierno","Buena fortuna","Macho",5.41336695692193,23.7320687577826
2008,"Invierno","Buena fortuna","Hembra",9.74840966180599,109.49798945904
2008,"Invierno","Buena fortuna","Macho",6.47293763647512,34.9090814492693
2008,"Invierno","Buena fortuna","Macho",5.17823443114694,21.5179488176561
2008,"Invierno","Buena fortuna","Macho",6.00019284118692,35.9629501968927
2008,"Invierno","Buena fortuna","Hembra",7.10163443412854,52.4598532142376
2008,"Invierno","Buena fortuna","Hembra",6.20432735003302,44.5250718067978
2008,"Invierno","Buena fortuna","Macho",7.81626480819457,63.5522973659951
2008,"Invierno","Buena fortuna","Hembra",8.77751204934605,93.6360789507186
2008,"Invierno","Buena fortuna","Macho",5.1696626594301,23.5945801123757
2008,"Invierno","Buena fortuna","Macho",9.2314204845566,76.6219013524551
2008,"Invierno","Buena fortuna","Macho",6.48129033988309,41.6976544460545
2008,"Invierno","Buena fortuna","Hembra",7.90495403733314,86.3506219731536
2008,"Invierno","Buena fortuna","Hembra",7.93375698207286,77.2871412585907
2008,"Invierno","Buena fortuna","Hembra",5.41102759252898,29.7011501068786
2008,"Invierno","Buena fortuna","Hembra",8.87853170863772,103.426049470481
2008,"Invierno","Buena fortuna","Macho",7.05737212052013,33.4692555119549
2008,"Invierno","Buena fortuna","Macho",6.89733365334073,39.3730322069552
2008,"Invierno","Buena fortuna","Macho",8.14317573234455,65.1674461184116
2008,"Invierno","Buena fortuna","Hembra",8.87720194811347,127.915216263315
2008,"Invierno","Buena fortuna","Macho",6.52388428384424,34.0061211963019
2008,"Invierno","Buena fortuna","Macho",6.91902042345512,40.8374769759898
2008,"Invierno","Buena fortuna","Macho",5.3859302465543,24.2247945005946
2008,"Invierno","Buena fortuna","Hembra",11.9115949590699,167.535732888386
2008,"Invierno","Buena fortuna","Hembra",7.22589678290364,59.6058407504954
2008,"Invierno","Buena fortuna","Hembra",7.64617302164683,71.2337388542892
2008,"Invierno","Buena fortuna","Macho",9.26519659764001,84.6017598522542
2008,"Invierno","Buena fortuna","Macho",7.70389568183034,57.2540376854089
2008,"Invierno","Buena fortuna","Hembra",6.90244708692613,56.4150960646889
2008,"Invierno","Buena fortuna","Macho",7.89202269258195,55.5748942051059
2008,"Invierno","Buena fortuna","Macho",6.53712531266137,32.2380464120686
2008,"Invierno","Buena fortuna","Hembra",8.20553945258923,80.6515441748291
2008,"Invierno","Buena fortuna","Macho",8.38880330461434,65.9421230739178
2008,"Invierno","Buena fortuna","Macho",6.08942464275754,32.4666126891574
2008,"Invierno","Buena fortuna","Macho",6.23453794244575,41.2177045408755
2008,"Invierno","Buena fortuna","Macho",7.36860881121306,56.9747122448865
2008,"Invierno","Buena fortuna","Macho",5.7484214903353,30.8054071849803
2008,"Invierno","Buena fortuna","Macho",7.26811430772646,42.035597139025
2008,"Invierno","Buena fortuna","Macho",5.43203345476549,22.941604989276
2008,"Invierno","Buena fortuna","Hembra",7.57474411750396,84.0476945345355
2008,"Invierno","Buena fortuna","Macho",9.64835785184806,108.611965364292
2008,"Invierno","Buena fortuna","Macho",7.9806930900719,52.0225792656721
2008,"Invierno","Buena fortuna","Hembra",8.31667849357319,92.1527780346985
2008,"Invierno","Buena fortuna","Macho",5.90852784240818,27.7099782292077
2008,"Invierno","Buena fortuna","Macho",8.25351733171374,74.3806836254224
2008,"Invierno","Buena fortuna","Macho",6.02096376326974,32.127324412006
2008,"Invierno","Buena fortuna","Hembra",7.88404951621177,71.878881132339
2008,"Invierno","Buena fortuna","Macho",6.02090815021364,38.1589461797242
2008,"Invierno","Buena fortuna","Macho",6.52818905507461,44.2337441830533
2008,"Invierno","Buena fortuna","Hembra",9.48089685771503,108.194559416349
2008,"Invierno","Buena fortuna","Hembra",7.74506639075017,81.7324345177694
2008,"Invierno","Buena fortuna","Macho",9.08927977258541,78.2754052238085
2008,"Invierno","Buena fortuna","Macho",7.58061976453726,55.3153693401267
2008,"Invierno","Santa Clara","Macho",7.29064071437034,46.1838090797294
2008,"Invierno","Santa Clara","Macho",5.72209983398703,30.7922944157075
2008,"Invierno","Santa Clara","Macho",7.70246293328157,49.0045520045871
2008,"Invierno","Santa Clara","Macho",7.18819918347322,48.9882396704988
2008,"Invierno","Santa Clara","Macho",8.07591545654003,68.9247790968734
2008,"Invierno","Santa Clara","Macho",6.13680192140606,39.5067486874194
2008,"Invierno","Santa Clara","Macho",9.31742942462098,86.7008742051912
2008,"Invierno","Santa Clara","Macho",7.72876889510448,72.5254636971581
2008,"Invierno","Santa Clara","Macho",6.17176103028536,31.734697652083
2008,"Invierno","Santa Clara","Macho",7.37146723171806,53.9785206921798
2008,"Invierno","Santa Clara","Macho",7.41837583449209,44.7677990044734
2008,"Invierno","Santa Clara","Hembra",8.88933068286708,93.7057943803196
2008,"Invierno","Santa Clara","Macho",5.60244017514252,28.4499570209233
2008,"Invierno","Santa Clara","Hembra",9.5203382207567,86.9538035453899
2008,"Invierno","Santa Clara","Macho",6.17092759302302,33.4845216566484
2008,"Invierno","Santa Clara","Hembra",7.87748949910115,74.8114196847734
2008,"Invierno","Santa Clara","Macho",7.92959637648004,64.4258468299956
2008,"Invierno","Santa Clara","Macho",6.79264673968518,43.4830910833884
2008,"Invierno","Santa Clara","Macho",7.09131757052367,42.8678018970515
2008,"Invierno","Santa Clara","Macho",6.28170777779772,30.0147262193055
2008,"Invierno","Santa Clara","Hembra",7.5004963849466,83.0592477372803
2008,"Invierno","Santa Clara","Macho",8.02545697300184,60.4114607216781
2008,"Invierno","Santa Clara","Macho",8.47053024347565,77.6375199886684
2008,"Invierno","Santa Clara","Macho",5.91308526567035,24.4889459953877
2008,"Invierno","Santa Clara","Hembra",7.6434411912819,91.3952143526185
2008,"Invierno","Santa Clara","Hembra",7.71975204395478,56.3841997967084
2008,"Invierno","Santa Clara","Macho",5.25961912493008,23.359260592021
2008,"Invierno","Santa Clara","Macho",7.04007028485063,50.3831224591504
2008,"Invierno","Santa Clara","Macho",7.58764505348518,54.4742367836343
2008,"Invierno","Santa Clara","Hembra",8.4449121516389,75.4030462747632
2008,"Invierno","Santa Clara","Macho",6.91297541339732,32.9218889573372
2008,"Invierno","Santa Clara","Hembra",9.26916023040217,99.180499073624
2008,"Invierno","Santa Clara","Macho",10.587128629611,112.001761847355
2008,"Invierno","Santa Clara","Macho",4.51313751728126,11.1200816583694
2008,"Invierno","Santa Clara","Macho",5.19299150286091,22.5330605024269
2008,"Invierno","Santa Clara","Hembra",8.81948474912805,100.433283776252
2008,"Invierno","Santa Clara","Hembra",10.2787524153792,124.637041063856
2008,"Invierno","Santa Clara","Hembra",6.62908045999258,46.846462987205
2008,"Invierno","Santa Clara","Hembra",8.37516343995932,84.6840027746087
2008,"Invierno","Santa Clara","Hembra",9.98205398951469,93.0443392979184
2008,"Invierno","Santa Clara","Macho",8.36242428558321,76.124591687007
2008,"Invierno","Santa Clara","Hembra",8.63114828857231,90.6739103975646
2008,"Invierno","Santa Clara","Hembra",8.54600516792792,122.796404789475
2008,"Invierno","Santa Clara","Macho",8.03620883741037,67.952099576604
2008,"Invierno","Santa Clara","Macho",7.04141933517513,54.6660913360317
2008,"Invierno","Santa Clara","Hembra",10.4842272144667,133.517378739751
2008,"Invierno","Santa Clara","Macho",6.63099141436916,37.0485017529239
2008,"Invierno","Santa Clara","Macho",6.48928857643061,39.6670093155257
2008,"Invierno","Santa Clara","Macho",8.43777504801159,72.3284594883535
2008,"Invierno","Santa Clara","Hembra",8.99254239132657,75.3182871817558
2008,"Invierno","Santa Clara","Hembra",10.0645562336164,135.477643321275
2008,"Invierno","Santa Clara","Macho",4.75714759691069,21.3853177632223
2008,"Invierno","Santa Clara","Hembra",8.33029660584704,88.1977350543898
2008,"Invierno","Santa Clara","Hembra",8.01389128455349,73.3841724341781
2008,"Invierno","Santa Clara","Macho",6.8525609293405,39.9636096817802
2008,"Invierno","Santa Clara","Macho",8.53720301847761,66.4213253314532
2008,"Invierno","Santa Clara","Macho",5.61540606046309,24.5288049332382
2008,"Invierno","Santa Clara","Macho",7.45307236996857,39.9317697842197
2008,"Invierno","Santa Clara","Macho",8.6681791967433,88.2367070218795
2008,"Invierno","Santa Clara","Macho",8.14257599910755,72.1053975893157
2008,"Invierno","Santa Clara","Hembra",6.31378595063324,36.6005694627964
2008,"Invierno","Santa Clara","Hembra",7.88373097807999,73.3794459379981
2008,"Invierno","Santa Clara","Macho",6.12615016962973,32.4151102663381
2008,"Invierno","Santa Clara","Macho",6.18936735966296,33.2617674157572
2008,"Invierno","Santa Clara","Macho",6.25926882898011,34.9044593965609
2008,"Invierno","Santa Clara","Hembra",9.35881777235187,120.266317440307
2008,"Invierno","Santa Clara","Hembra",7.2471332923532,56.4015606195176
2008,"Invierno","Santa Clara","Macho",8.25952704981297,67.1162079852557
2008,"Invierno","Santa Clara","Hembra",8.53368326767831,93.8363210106411
2008,"Invierno","Santa Clara","Macho",5.86316643791733,31.8784943522658
2008,"Invierno","Santa Clara","Macho",7.59697143943687,53.0091639819998
2008,"Invierno","Santa Clara","Macho",8.66632852525238,77.3754572247213
2008,"Invierno","Santa Clara","Macho",7.73084897544321,44.0583268873023
2008,"Invierno","Santa Clara","Macho",8.45925666922673,66.6142449010604
2008,"Invierno","Santa Clara","Hembra",8.9538224955162,116.006893418531
2008,"Invierno","Santa Clara","Macho",7.45377981434195,54.8502313065116
2008,"Invierno","Santa Clara","Hembra",5.92634476210805,49.8990372612586
2008,"Invierno","Santa Clara","Macho",8.50929052104634,69.390130693677
2008,"Invierno","Santa Clara","Macho",5.43137092759526,22.8435341110822
2008,"Invierno","Santa Clara","Macho",5.65017506899302,24.9366078669474
2008,"Invierno","Santa Clara","Macho",7.88091351209752,59.8830480884895
2008,"Invierno","Santa Clara","Hembra",9.0030612675927,82.8200965151726
2008,"Invierno","Santa Clara","Hembra",8.89489992158615,107.696168472996
2008,"Invierno","Santa Clara","Hembra",10.5193029978151,145.234956867576
2008,"Invierno","Santa Clara","Macho",8.44686978407949,66.527678702129
2008,"Invierno","Santa Clara","Hembra",7.77930121872936,81.6247141426789
2008,"Invierno","Santa Clara","Hembra",7.19025297657036,61.4808381183528
2008,"Invierno","Santa Clara","Macho",9.13624968046342,82.1043870057234
2008,"Invierno","Santa Clara","Macho",6.9777915752242,37.990597873248
2008,"Invierno","Santa Clara","Macho",7.27470256818057,42.2402151449599
2008,"Invierno","Santa Clara","Macho",8.76296613091478,70.9545793713439
2008,"Invierno","Santa Clara","Hembra",8.02567590768516,71.2152727777884
2008,"Invierno","Santa Clara","Hembra",7.99179744207061,72.8787138765959
2008,"Invierno","Santa Clara","Macho",6.37680789257515,31.5427713408247
2008,"Invierno","Santa Clara","Macho",8.20434358128935,55.396876550968
2008,"Invierno","Santa Clara","Macho",6.27193679213465,32.2971325779165
2008,"Invierno","Santa Clara","Macho",4.71630482224208,23.5601592691766
2008,"Invierno","Santa Clara","Hembra",7.21666468718916,49.9082550808855
2008,"Invierno","Santa Clara","Macho",7.15848027200199,46.6229961549634
2008,"Invierno","Santa Clara","Macho",6.1695591176325,34.6792069723367
2008,"Invierno","Mala sangre","Macho",7.63704704270463,51.8964529152428
2008,"Invierno","Mala sangre","Macho",7.67562768583753,51.4847899535736
2008,"Invierno","Mala sangre","Macho",5.36734358091126,23.2987725751267
2008,"Invierno","Mala sangre","Hembra",8.19011263623495,65.3665683725523
2008,"Invierno","Mala sangre","Macho",8.38434424165274,74.5321092302208
2008,"Invierno","Mala sangre","Macho",7.76353985145385,56.6130026687818
2008,"Invierno","Mala sangre","Macho",7.42723652604268,53.5625223105002
2008,"Invierno","Mala sangre","Macho",5.1555799766541,22.8731542069781
2008,"Invierno","Mala sangre","Hembra",8.66424102873417,84.473061537483
2008,"Invierno","Mala sangre","Macho",8.96833791966498,80.5986159679534
2008,"Invierno","Mala sangre","Macho",8.80372867694036,77.7401619453594
2008,"Invierno","Mala sangre","Macho",6.73937136899023,38.9924218349578
2008,"Invierno","Mala sangre","Hembra",9.59303850092963,128.887945673718
2008,"Invierno","Mala sangre","Macho",8.35938075622439,72.2574263915129
2008,"Invierno","Mala sangre","Macho",8.98788094027457,78.6203713503679
2008,"Invierno","Mala sangre","Macho",8.28113478020751,67.1418852670448
2008,"Invierno","Mala sangre","Macho",5.60399492657325,28.0700021074175
2008,"Invierno","Mala sangre","Hembra",9.41110450151624,110.43435285579
2008,"Invierno","Mala sangre","Macho",4.8376136046631,22.7626793621664
2008,"Invierno","Mala sangre","Hembra",9.84542359682573,107.187997429189
2008,"Invierno","Mala sangre","Hembra",10.0403908026591,111.642759976452
2008,"Invierno","Mala sangre","Macho",7.59450011987026,47.7161336262195
2008,"Invierno","Mala sangre","Macho",4.96887711537758,19.9018324790899
2008,"Invierno","Mala sangre","Macho",8.5814441760087,74.8106945975157
2008,"Invierno","Mala sangre","Macho",8.40647225765548,67.3959431418198
2008,"Invierno","Mala sangre","Macho",8.85497008992059,71.0179567372014
2008,"Invierno","Mala sangre","Macho",7.10428291190081,46.1700908581006
2008,"Invierno","Mala sangre","Hembra",8.43885252481776,75.5437376638486
2008,"Invierno","Mala sangre","Macho",8.91741837044699,77.4010280857779
2008,"Invierno","Mala sangre","Hembra",9.20200842240897,97.9630428893811
2008,"Invierno","Mala sangre","Macho",5.99905909560713,29.9210607721627
2008,"Invierno","Mala sangre","Hembra",9.25771821842917,118.833549422317
2008,"Invierno","Mala sangre","Hembra",9.0066552174913,71.0702427725828
2008,"Invierno","Mala sangre","Macho",8.13137587722834,63.979566012155
2008,"Invierno","Mala sangre","Hembra",9.12850815874085,103.152106642612
2008,"Invierno","Mala sangre","Macho",7.92440443084567,57.1907952390874
2008,"Invierno","Mala sangre","Hembra",9.39248868876567,108.704109481252
2008,"Invierno","Mala sangre","Macho",6.9487384866869,43.2734002859455
2008,"Invierno","Mala sangre","Macho",9.02576178093345,82.2937038595568
2008,"Invierno","Mala sangre","Hembra",7.42297878943696,66.2612691760949
2008,"Invierno","Mala sangre","Macho",7.92589942403343,51.2306473010378
2008,"Invierno","Mala sangre","Macho",4.88407892222457,25.7458595318754
2008,"Invierno","Mala sangre","Hembra",8.59086137228197,90.7528088300861
2008,"Invierno","Mala sangre","Macho",7.2465589172395,47.8913712839807
2008,"Invierno","Mala sangre","Hembra",7.88202225983135,59.790320308471
2008,"Invierno","Mala sangre","Macho",5.41554966922648,29.3352470819791
2008,"Invierno","Mala sangre","Macho",4.96496640299753,21.7140384758912
2008,"Invierno","Mala sangre","Macho",7.13033904356213,49.2409976627952
2008,"Invierno","Mala sangre","Macho",5.14913411148129,24.3115226761682
2008,"Invierno","Mala sangre","Macho",7.16803474917512,53.5351161660714
2008,"Invierno","Mala sangre","Macho",6.08769874051504,35.3014096393547
2008,"Invierno","Mala sangre","Macho",8.51660549103333,69.8405339850963
2008,"Invierno","Mala sangre","Macho",8.21562616191803,65.8107935842904
2008,"Invierno","Mala sangre","Hembra",7.82450866983961,80.0298425168473
2008,"Invierno","Mala sangre","Hembra",9.64010425533344,121.860990565399
2008,"Invierno","Mala sangre","Macho",9.74428596854157,93.2511269973404
2008,"Invierno","Mala sangre","Macho",8.17040692561293,70.72809625286
2008,"Invierno","Mala sangre","Macho",7.84817348364266,56.7118616534552
2008,"Invierno","Mala sangre","Hembra",7.71667156782108,58.677966709985
2008,"Invierno","Mala sangre","Hembra",7.47846193859562,85.2974276632793
2008,"Invierno","Mala sangre","Macho",7.17644629414116,46.3732905088555
2008,"Invierno","Mala sangre","Macho",8.21321326112509,63.2327076998484
2008,"Invierno","Mala sangre","Hembra",7.39818764275683,80.9428677745888
2008,"Invierno","Mala sangre","Macho",6.31405744390865,42.4143363251257
2008,"Invierno","Mala sangre","Macho",6.69933760788742,33.6670001470289
2008,"Invierno","Mala sangre","Macho",6.4746056292465,36.5005813241506
2008,"Invierno","Mala sangre","Macho",7.13843324459055,37.2144141464401
